,match,time,slot,text,target
6678,2851,898.6806,0,we are playing 15 minute game for 30 mins already,0
6681,2859,1592.4778,4,COMMEND,0
6688,2861,2314.1832,9,BROKE ITEMS,0
6692,2862,677.90113,8,TECHIES <3,0
6693,2862,692.89753,9,AM <3,0
6698,2862,1363.86693,8,techies,0
6702,2862,1740.43363,9,i want to lose cuz I am noob,0
6703,2862,1742.37353,3,reason?,0
6714,2865,3553.0386,7,ty the game,0
6721,2866,5.33203,0,yeah sadly not my acc,0
6722,2867,776.51103,0,the ks is real,0
6729,2869,113.03907,0,its alright,0
6752,2875,2420.56973,7,that i can def,0
6754,2875,2568.13903,7,win game,0
6756,2876,-66.58089,6,are u wanna play with that lich..??,0
6765,2876,491.46034,1,make it a sufferig for this shit LC,0
6770,2876,1422.86618,7,WE COO,0
6773,2879,1801.81084,2,come back,0
6775,2879,1821.87924,4,so it's not comeback :'(,0
6777,2879,1856.73124,4,sorry for him,0
6781,2881,2483.8495,9,commend carry ,0
6789,2889,976.5949,6,ask support,0
6792,2889,1711.5702,3,another ez :),0
6794,2890,-198.89365,7,a sf),0
6795,2892,866.3885,2,Why hate me(,0
6807,2892,2211.7619,6,that how you doit,0
6813,2892,2664.0025,7,would be embarriising otherwise,0
6825,2902,1165.34872,7,now pause for us thx,0
6826,2902,1165.34872,3,we dont care,0
6836,2902,3001.96132,5,lobby ?,0
6846,2908,1131.6085,6,ME ACHAMo,0
6857,2912,-22.69445,6,hes offline,0
6863,2917,1554.4204,1,This patch isn't 1v1,0
6871,2931,951.40102,6,thats how u wana play ?,0
6874,2931,1066.60622,6,you unpaused to get the momentum to push,0
6875,2931,1104.66362,6,thats how u win,0
6876,2931,1108.62932,3,how many time?,0
6877,2931,1176.37942,9,rly mate?,0
6880,2932,2553.47768,0,why in my team?,0
6883,2935,2606.4067,1,what is your guys deal,0
6887,2938,728.40076,0,whys everyone so angry,0
6895,2945,-21.99462,9,'i love france where is the surrender button',0
6901,2947,403.70349,8,reported team,0
6905,2950,2818.81398,7,worts shakles,0
6906,2951,141.93283,6,a che on,0
6911,2953,-36.87454,0,i'm about to beat his ass and yours,0
6919,2956,972.42923,1,report him,0
6924,2956,1157.05083,1,and treant,0
6930,2968,1650.26374,0,fast hand meepo,0
6932,2968,1821.58304,1,scary meppo,0
6950,2972,-43.58936,5,who 1x1? [near Rosh],0
6969,2976,1587.6457,0,go finish?,0
6976,2980,1852.43185,7,WHY NOT?,0
6987,2986,2353.41094,6,cos i know you really wanna ride on me,0
6993,2986,2480.44364,6,why,0
7006,2991,1063.04046,2,WE LOSE,0
7008,2991,1805.94426,1,WD C,0
7010,2991,2344.54556,5,not sand king or witch doctor or sven,0
7019,2991,2517.83586,2,EZ INVOKER,0
7020,2991,2542.78746,2,THE AEGIS,0
7022,2992,-21.36146,7,free ward lol,0
7024,2993,2110.71856,3,how too day chung no choi dien tu,0
7027,2995,178.823,8,pauded plss,0
7029,2995,256.3041,8,paused plss,0
7048,3007,2040.17287,6,CAN WE COMMEND PLS ? ,0
7049,3007,2630.61737,6,AFK BASE ,0
7052,3009,715.59193,1,push top,0
7054,3009,2713.61873,3,SK 1 ulty for 46 min,0
7060,3011,1194.7749,4,why need to kill,0
7076,3014,2866.4648,3,comend shadow fiend,0
7080,3017,111.93933,4,and?,0
7082,3017,111.93933,2,somehow?,0
7089,3017,1458.64383,1,not both anyway,0
7092,3017,1753.79553,1,midlaner who is lowest lvl,0
7093,3017,1758.07683,1,on the team,0
7097,3017,1807.04363,6,not so match 32,0
7105,3017,2218.81283,5,idc about next game,0
7107,3017,2232.86083,5,i'm a dick for playing better now?,0
7111,3017,2604.79433,1,that what it comes down to,0
7115,3018,7.86474,7,ofc ,0
7116,3018,7.86474,7,fight,0
7120,3018,518.30679,1,he tilted,0
7121,3018,518.30679,3,he wasnt afk,0
7122,3018,518.34014,7,ITS NOT OK,0
7123,3018,518.34014,7,I can win you,0
7127,3018,518.44009,3,he wont be back,0
7129,3018,2195.69844,3,you fought well,0
7130,3018,2212.68964,4,u would ahve won this with underlord,0
7131,3018,2215.36534,4,Report him,0
7132,3018,2219.37904,2,prollly not,0
7134,3019,549.68535,3,he coming?,0
7138,3019,1212.59015,1,"thx legion, for staying",0
7140,3020,1070.47194,0,sorry guys,0
7144,3026,168.09227,4,ur about to waste,0
7145,3026,170.42504,4,atleast,0
7148,3026,1085.9348,4,SNIPER COME TO OUR TM,0
7157,3029,113.83887,3,from radi,0
7179,3052,2340.85094,0,Ea,0
7190,3058,-61.15174,0,sorry ,0
7200,3058,1990.871,7,you walked right by me lol,0
7202,3060,675.23515,8,welcome to dota,0
7210,3063,2622.27074,1,im free hit,0
7213,3065,1591.24468,2,i give treat if you shut up,0
7215,3065,1727.47808,2,sssshhhh,0
7218,3065,1855.11358,2,no bone i want steak,0
7246,3079,174.25747,3,that is how it is supposed to go,0
7253,3082,1593.3776,8,"IZI TU HE4R,MANA",0
7259,3083,1654.3187,8,score says 3,0
7265,3088,1848.31547,1,focus all on me =(,0
7266,3089,2591.2647,9,i buy courier,0
7275,3094,772.34477,5,nice counter pick,0
7278,3094,953.66717,2,they just lost their lane,0
7280,3094,973.06237,2,JUMP INTO ASTRAL,0
7281,3094,991.85777,7,it took my shaman 12 min to ward my lane,0
7289,3094,1090.83367,2,and nyx,0
7294,3094,1248.99507,2,TOP bounty RUNE,0
7302,3094,1833.17447,4,we not have 5 hero,0
7305,3095,323.05447,0,I will block.,0
7323,3095,2808.21087,3,we win game if slark and zeuz stoped farm,0
7329,3095,3006.01797,5,report sniper please,0
7330,3095,3015.65067,8,please,0
7341,3108,1175.67963,2,ez storm baited lol,0
7342,3108,1187.21013,2,why ur team ded,0
7343,3108,1201.93983,5,becouse you all have no skill heros,0
7360,3123,-3.5658,2,cool,0
7367,3123,2783.78836,6,got your base,0
7371,3124,2102.3334,8,ward in the worlf,0
7380,3133,1739.54188,0,sleep is for the weak,0
7383,3135,420.2307,5,RAGE PLAYER,0
7386,3135,1083.4354,5,hater,0
7400,3147,801.93756,2,stop warding my jungle,0
7404,3147,2272.43846,2,is your first win?,0
7414,3147,2324.41546,0,prob win next two as well,0
7416,3147,2333.17866,6,Please,0
7427,3150,2429.19348,2,this monky is very angry,0
7429,3151,1985.5839,1,bf death,0
7432,3152,1552.22093,1,second try lucky,0
7438,3152,2335.38313,3,cm said shut up,0
7442,3152,2371.63983,3,cm what are you r point,0
7448,3153,-169.92517,2,these russians,0
7450,3155,-20.39502,0,rofl,0
7454,3158,1932.38005,8,onmi has two boots,0
7456,3160,-344.394984,6,its me pk,0
7457,3160,-327.528575,5,my name is also joshua,0
7463,3160,-81.2135,5,its more of a drow,0
7468,3160,-81.2135,5,storms way worse mann,0
7469,3160,-78.21424,6,for teammate,0
7471,3160,-78.21424,4,break ur items and run down mid for repentance,0
7474,3160,-76.81457,9,my lion is mexican,0
7475,3160,-61.385,9,please,0
7477,3160,-61.385,6,is hurtying my brain,0
7480,3160,-61.385,6,he went bracer salve,0
7487,3160,1404.85696,6,we are outdrafted it seems,0
7495,3160,2916.12126,5,righht click,0
7496,3160,3858.56566,5,this was a fun game,0
7518,3174,678.10106,1,solid preformance in mid,0
7519,3174,786.00806,7,this is where the fun begins,0
7520,3174,808.73586,7,youll see what i mean,0
7522,3175,169.392,3,roflk,0
7543,3179,-26.52686,9,hey puck,0
7544,3179,-21.92798,9,how much real mmr,0
7547,3179,826.13156,7,our first pick,0
7549,3179,877.45246,7,end it faster ty Xd,0
7555,3184,-79.78052,3,want carry mid and everything,0
7560,3184,185.15482,3,why the creep did that,0
7571,3188,1365.8665,8,why,0
7572,3188,1371.1985,8,in my team,0
7573,3189,1596.94342,3,report clock,0
7574,3189,1604.40822,6,u got undying counterpick,0
7585,3194,2183.38535,6,i was 1st in queue,0
7603,3208,-34.79151,4,331 gpm then pick invo,0
7604,3208,1848.57247,8,thank ,0
7609,3208,2080.22817,4,how can he report?,0
7624,3212,2492.87935,7,GG wp commend me ,0
7625,3213,1153.05174,5,got it cm,0
7626,3213,1581.08054,5,space crated xD,0
7641,3223,-9.79761,1,goodluck have pandesal,0
7665,3239,-6.90147,8,pls no speaking hyeroglyphs :-),0
7667,3240,680.33795,0,learn england,0
7670,3241,2274.35936,9,and RIP english ! ,0
7676,3242,-50.7876,9,dusa is still afk at top,0
7683,3242,1181.9781,2,U paly better than him,0
7687,3243,2779.2903,9,report troll ty,0
7689,3247,1113.79496,0,worth,0
7694,3248,-16.96252,7,at least u have a stun,0
7695,3248,-14.1632,1,which carry will win?,0
7699,3248,2446.7492,7,lost in 3 seconds,0
7701,3248,2454.6427,1,wont win wout my team,0
7705,3259,-251.415835,4,happy new year guys^_^,0
7708,3259,-28.8263,1,this one is in the bag,0
7713,3259,2302.2205,6,we already there,0
7715,3259,3210.782,4,ty for game all,0
7716,3259,3215.3642,4,report clinks,0
7717,3260,287.12993,7,cool,0
7728,3262,-83.1165,2,to connect,0
7730,3262,-83.1165,0,WE ARE ALL BROTHERS ON THIS AMAZING PLANET,0
7736,3273,787.54105,4,"report my theam,",0
7751,3276,1523.36136,5,what happen sofa,0
7752,3276,1526.06076,0,and he picks,0
7755,3276,1657.99516,0,for this pa,0
7758,3276,1676.49066,5,why is pa good vs tinker fp?,0
7759,3276,1688.48776,4,would like to know also,0
7760,3279,502.18667,9,low priority gank,0
7763,3283,-80.547,3,ill feed.,0
7775,3285,126.00257,4,axe 3 stouts shield,0
7776,3285,768.9123,3,COEMND,0
7787,3286,429.49512,8,what kind of logic u having here,0
7788,3286,1118.29362,8,follow me,0
7790,3286,1996.94812,4,Sf  ?,0
7801,3287,-8.66455,0,reported,0
7807,3287,165.95948,6,who will report mk i ll commend him ty,0
7822,3287,425.62942,0,don thehonor to die by creeps,0
7824,3287,567.36148,7,Report monkey,0
7830,3287,1004.55468,5,easy,0
7832,3287,1142.32108,8,please tell me who will report this monkey and lina ?,0
7835,3287,1626.80278,7,Report monkey,0
7838,3288,2635.83076,6,how u get out? lol,0
7841,3290,3110.37096,8,report doom and furion,0
7846,3296,1634.8341,4,they are dea,0
7850,3298,256.92052,0,what to do with 300 ping,0
7858,3299,2159.13406,4,areyou high qop,0
7870,3303,363.14468,4,ofc yes,0
7871,3303,364.17778,3,rofl,0
7876,3303,1285.45278,8,whoops,0
7884,3306,1720.87977,7,fin?,0
7886,3309,588.68958,0,rly?,0
7889,3314,785.20826,0,he is at the trees on bottom tw ,0
7902,3321,2317.32246,9,wp pudge,0
7915,3329,2038.5841,3,archon 3 pick carry mid,0
7918,3331,3270.09228,6,wp tidew ,0
7930,3340,-53.88684,2,and il transfer,0
7934,3340,20.09509,2,CooL,0
7936,3340,280.76482,3,since when,0
7937,3341,1114.52784,6,Pts poluchat,0
7946,3353,1284.01985,4,is that a utility sf or what,0
7948,3353,1452.14545,2,void is funny xd,0
7954,3354,373.87537,5,ur mom die or what,0
7957,3354,1543.25647,5,Go play coree,0
7958,3354,1560.25237,0,sorry bro,0
7962,3355,3100.5407,2,reprot elgion and pahotm plis ,0
7969,3357,230.1105,6,thanks for sapping ur puck's exp and farm,0
7971,3357,622.94795,0,ill teach you hehe,0
7984,3362,1018.61794,7,him go to school,0
7987,3363,2922.91034,7,Good Game Well Played :gg:,0
7989,3366,379.20743,3,5 minutes waited lifestelare to go jungle,0
7992,3366,884.68403,3,"i mark bototm, lifestealer comes",0
7993,3366,894.61493,3,"i go lane, they all follow me",0
7997,3366,992.79093,3,team all hits from behind,0
8003,3368,401.26871,4,did you just give me a health pot,0
8010,3374,1514.6635,4,fi,0
8012,3379,616.0496,7,I JUST dont know how you are SO good!!!,0
8020,3387,1401.22456,9,why always me,0
8022,3387,1841.31676,5,look at this,0
8028,3387,1940.18696,5,HE RUPTURED PUDGE,0
8057,3390,897.28748,0,only crit,0
8068,3397,1053.24285,7,he is so good,0
8079,3403,1867.46062,5,thello,0
8085,3406,987.6025,5,happy new year,0
8095,3409,16.5293,5,no tt please2,0
8098,3409,1197.70752,6,i think dc,0
8105,3409,1545.65592,6,are you playing from antartica? that internet is awesome,0
8107,3409,1592.11122,8,TALK TO YOUR FRIENDS AT THE TOP,0
8109,3409,1610.97332,8,THEN STILL  ITS STILL A GAME,0
8129,3413,1131.24511,3,3 is right next to 4,0
8135,3418,-49.20554,1,i want go to shop,0
8136,3418,-22.87156,2,bad for health,0
8137,3418,1023.32944,1,u think u can beat me>?,0
8139,3420,2389.23112,9,MEDUSA ESOS ITEMS,0
8140,3422,-79.01405,8,whatup?,0
8147,3422,1223.7345,0,go strainght mid,0
8148,3422,1226.2006,8,finally,0
8153,3422,1382.4291,0,its wasting of time,0
8155,3422,1396.6256,0,just go together bot ,0
8162,3422,1534.4253,2,end now ,0
8165,3422,1603.1419,2,bots ? ,0
8168,3424,868.3213,4,divine and cant play viper classic,0
8181,3433,1144.1118,7,wasting,0
8184,3433,1450.9369,7,why not end?,0
8188,3433,1476.0641,7,es dream want comeback,0
8191,3435,2867.18663,2,Sven dont know how to stun well ,0
8193,3435,3323.67493,3,says 18 deaths,0
8194,3435,3572.99083,1,pls report es thanks,0
8196,3435,3814.20783,2,ss full health,0
8200,3438,8.9978,1,his back,0
8204,3441,-68.86084,7,report rubbick,0
8213,3441,1493.86856,4,qeen high rasum),0
8216,3441,1764.86706,3,who is chasing me,0
8217,3441,1768.54626,3,which,0
8218,3441,1969.16296,9,there,0
8223,3441,2284.60416,9,i don;t know how you are winning,0
8225,3441,2301.92986,7,getting carried by this jug,0
8232,3441,2527.23056,9,tell that,0
8237,3444,2328.21722,2,we are playing 6 vs 3 and half,0
8246,3446,868.53662,7,GGWP COMMEND,0
8247,3447,-74.28186,0,thanks a lot for stealing my last pick jeff,0
8248,3449,-19.062,4,why do u pick su as heros,0
8260,3463,1143.2208,7,Stop defending then,0
8267,3463,1891.7686,8,rubick ur annoying,0
8276,3463,1969.7007,8,rubick is reportd :D,0
8283,3463,2067.8684,4,why would i then:),0
8285,3463,2079.0398,8,u really need to grow up mate,0
8287,3463,2123.0564,4,nah rather you have,0
8288,3463,2128.1404,4,that cant find th mute button,0
8296,3463,2342.8718,8,that think they are good,0
8298,3463,2346.6848,8,are the saddest,0
8316,3466,1915.46415,2,wasting effort for this team,0
8319,3467,1439.9817,9,free money?,0
8321,3467,3564.4029,9,i dont think hes coming,0
8324,3472,777.53487,0,this mk,0
8332,3472,2146.36387,4,see my team farming ,0
8338,3473,1933.39907,9,im playing for fun :),0
8339,3473,2078.56017,9,i wonder why qop wants me badly?,0
8350,3477,1444.21404,0,u wasted to much money on wards,0
8353,3477,1931.26204,0,to much wasting ur money,0
8354,3477,3066.16114,3,COMMEND ME PLEASE,0
8357,3480,24.6273,1,report fiery fire,0
8364,3482,1390.36084,0,COMEND ,0
8375,3501,1097.36543,3,so leave pls now,0
8378,3501,1152.61853,3,that was omni dibil,0
8384,3501,1406.45653,3,that`s becouse of it,0
8388,3501,2150.48743,5,i dont wanna play anymore,0
8397,3508,1560.27812,2,ty brah,0
8403,3508,2220.34132,2,on crocaine,0
8404,3508,2222.14752,1,your racks SAXE,0
8407,3508,2338.84502,4,IM FREEE,0
8409,3509,2272.33036,9,report terror pls,0
8410,3509,2336.61596,9,report him pls,0
8415,3515,1317.61158,1,timber u are so trash mate,0
8422,3518,1147.61976,8,he was from start in dota,0
8425,3519,1315.97866,4,what,0
8436,3521,-70.64941,1,WE GOT ONE OF THEM BOYZ,0
8438,3521,348.0817,1,try me,0
8445,3523,1618.18174,1,captain bad picks,0
8459,3527,1778.37145,9,thanks wd,0
8463,3527,1908.18035,0,easy ,0
8468,3531,2289.20743,1,i got all the last hit on the bottom ,0
8470,3531,2782.88903,3,mewanhile your sf cary your team,0
8477,3535,509.60893,7,ILL REPORT THIIS UNDYING TO GABEN,0
8485,3535,1223.16803,0,they didnt pause,0
8488,3535,1290.48493,6,the logic is ,0
8494,3535,1704.45043,3,so that he can be lowprio,0
8497,3536,806.43646,9,reported,0
8504,3538,1872.44007,2,all report ck,0
8512,3544,2700.7373,2,doesnt hit the tower xD,0
8513,3544,2787.4326,2,THEN SENDS ILLU FIRST,0
8517,3546,1732.2437,8,this is my core,0
8525,3548,1181.6781,5,so enjoy free win,0
8534,3549,1948.89442,0,cz no one want on front,0
8538,3549,2120.88032,0,win against me,0
8548,3549,2167.94062,0,literally do nothing,0
8550,3551,1005.6211,0,u acnt road to divine like that man,0
8554,3554,-38.04146,3,I will defeat you',0
8569,3554,1578.4616,6,end fast for you to win,0
8572,3554,1719.8271,9,for deaths,0
8579,3554,2104.1635,3,wp team,0
8596,3557,1039.54623,1,u won this,0
8597,3557,1597.60993,5,mirana was the problem,0
8604,3562,1329.94196,2,Wastin,0
8606,3563,1.0669,7,why ?,0
8609,3563,180.95658,0,"he pause for us, so we respect him",0
8611,3563,1706.0508,7,ff not rr,0
8614,3565,-49.68786,0,he is reconnecting,0
8618,3565,-0.1333,8,press alt + f4 for  win,0
8619,3565,1780.81704,2,on going,0
8624,3573,1999.59796,7,сumback is real,0
8627,3574,990.1582,9,or not,0
8632,3576,1356.5021,4,what is,0
8635,3576,2457.6842,4,plz report this invo guys,0
8641,3580,506.68909,3,nice try rico,0
8644,3586,341.81656,1,dont understand your domestic helper language,0
8646,3586,1042.4455,0,hey,0
8649,3586,1189.8095,8,that was so,0
8652,3586,1872.5142,8,rush b eco,0
8657,3586,3206.458,8,hey,0
8665,3587,-52.88708,0,CANCER,0
8679,3592,-65.71729,8,thanks,0
8681,3592,1399.05836,5,clearly,0
8683,3595,1535.29182,3,sk last hit my creeps,0
8689,3597,-3.96569,2,o thanks,0
8690,3598,2047.33536,1,report team,0
8697,3599,1529.95972,3,he speaks now?? ,0
8700,3599,1529.95972,4,honestly surious,0
8702,3599,1529.95972,2,you barely missed 40% of them,0
8711,3599,1613.03942,3,he is not coming!!,0
8717,3599,1704.16962,3,this is too long,0
8730,3606,1987.43035,6,bye low,0
8735,3610,-10.66406,4,What language is that,0
8739,3613,1373.36464,5,commend rubick ,0
8742,3613,1400.09144,0,he leave the lane and go bot,0
8748,3613,1695.28604,1,that is yo,0
8751,3613,2221.07924,0,first time win rubick?,0
8753,3614,1271.55614,1,chaknorisom,0
8764,3623,1957.61974,6,AZEK PASHEL NAHU,0
8766,3623,1958.12144,1,THANK YOU,0
8768,3626,657.97274,6,report me thk,0
8786,3629,1177.47913,8,bloodmother,0
8787,3629,1203.00623,8,tell me one thing,0
8792,3629,2123.59813,9,rather die to axe than storm,0
8797,3629,2895.56103,8,phase boots,0
8804,3631,134.73377,1,stop this,0
8805,3631,169.19207,1,how is it going,0
8806,3631,172.12467,6,Its,0
8808,3631,617.81583,7,i block him for you,0
8815,3631,1192.67547,7,bott,0
8830,3632,2523.64776,2,EZ TEAM,0
8831,3633,1416.42084,0,so we shound't w8?,0
8843,3641,62.85133,9,hes free kill,0
8849,3650,2002.58453,7,PLEASE REPORT AM,0
8863,3653,2224.4919,9,WELL U KNOW THIS IS A GAME,0
8866,3653,2356.2741,9,CONRATULATIONS,0
8871,3657,1883.97856,7,Im reporting,0
8872,3659,844.86043,7,ull make this world a better place,0
8883,3660,1113.8947,0,REPORT URSA,0
8884,3660,1258.4261,2,Good player,0
8887,3660,1370.0321,0,learn englis animal,0
8892,3660,1705.4596,1,with 1k hp,0
8895,3661,1034.11414,2,wasts goin on,0
8901,3662,886.8168,5,in this game,0
8915,3662,1447.2466,8,this jugger,0
8917,3662,1454.5115,5,sentry',0
8926,3662,1551.4878,8,to think about soulring,0
8946,3662,2459.1929,2,witht tha,0
8953,3662,2622.148,2,and you will know,0
8958,3666,229.7379,1,thanks,0
8966,3672,780.97603,7,how is that balanced,0
8971,3676,1166.18194,9,"both of the,m stay in jungle",0
8974,3676,1218.70244,7,this is my life,0
8987,3680,3673.2074,4,merry xmass,0
8988,3681,1132.64617,3,thanks,0
8994,3686,1707.44974,3,who buys them,0
8997,3687,1523.29466,7,why,0
9004,3688,-2.06616,6,he cant,0
9007,3688,749.95027,5,and?,0
9011,3688,1604.30827,9,carry supps,0
9014,3688,1776.73627,6,tho u was gonna win faster,0
9016,3688,1796.06877,5,said the one who can't survive using snowball ,0
9019,3690,-95.07678,4,we learning too,0
9021,3690,-7.39819,8,twice who,0
9022,3690,-7.39819,2,JUST LIKE TT,0
9025,3690,1591.54466,8,WAHT HAPNED,0
9037,3694,1968.99442,6,my queen know tha way,0
9038,3697,-26.86012,8,hes lyin,0
9047,3701,82.11328,8,hes pro? ,0
9065,3701,3430.84758,8,end no buy back,0
9079,3701,3568.95128,5,"i play with my brain, not like u have no brain",0
9082,3701,3645.57898,6,and die all the time,0
9085,3701,3902.48798,9,enemy you think you can win,0
9108,3707,1237.66444,0,comeback is real ,0
9110,3708,-61.38501,0,that was a bit late,0
9115,3708,2459.88134,2,what is this dude,0
9123,3713,167.95901,3,too clever?,0
9131,3719,13.89661,6,has trouble,0
9136,3719,13.89661,5,so very hard,0
9137,3719,13.89661,5,finished,0
9153,3725,1084.56848,8,stop it,0
9154,3725,1091.03358,8,hate me,0
9155,3725,1582.31358,5,why the hell do u have dust ?,0
9157,3730,1093.89958,1,aint gonna wait longer than that,0
9165,3733,2721.57393,0,shaker down ebaniy,0
9177,3740,1030.51503,4,what now ??,0
9187,3740,2067.77933,9,if this game end,0
9188,3740,2072.99713,9,to see what hapend,0
9189,3740,2080.22173,5,english rip,0
9192,3740,2176.61673,5,i sympathize with PA,0
9205,3743,2312.84565,3,why weaver ruined :(,0
9209,3744,-85.19169,6,hilarious sniper,0
9227,3750,2642.40074,2,easiest game of my life,0
9233,3753,114.17212,8,roamers,0
9236,3753,254.20462,8,cuz they pick ROAMERS,0
9242,3753,989.15852,5,ENJOY UR WIN IM AFK,0
9244,3753,1174.01332,5,I HOPE U GET THIS JUGGER OR WR IN UR NEXT GAMES,0
9247,3753,1245.19592,5,TYPCHIAL 10 MIN GAME LOSE IF U GET PEOPLE LIKE THIS JUGGER AND WR,0
9268,3754,132.20108,3,carry techies,0
9274,3754,298.16055,5,for that,0
9279,3755,961.53194,1,rofl,0
9282,3757,16.0294,9,my boots,0
9283,3757,16.0294,9,the latest trend,0
9286,3757,349.74795,9,hot bot,0
9291,3757,1572.3827,4,he offlane,0
9297,3757,2287.0805,9,to my team,0
9299,3757,2497.1292,5,thats not balanced u knoW ,0
9315,3777,1125.25858,4,how many russians are on your team,0
9317,3777,1641.53248,4,i never understood why people are racist until now,0
9318,3777,1833.85108,4,i tried to blink into base but missclicked the map,0
9319,3780,1305.64785,9,in hitory,0
9330,3781,1851.43264,3,In team,0
9333,3784,2551.53477,3,all report sf ?,0
9356,3788,1591.51134,1,genuinely wish you get this intentional ruiner,0
9357,3788,1603.37514,1,while i got a normal human being,0
9365,3791,2884.7754,3,Rofl,0
9370,3792,2315.18952,6,u from where ?,0
9371,3792,2335.52532,8,where irsa,0
9383,3794,1426.585,3,really,0
9387,3797,1909.40393,3,aunty*,0
9395,3804,-82.47986,7,any1 wonna feed mid for fast end?,0
9402,3806,1248.2285,2,hahahha towes wts,0
9421,3821,670.63622,2,how long,0
9425,3823,1073.30457,5,i hope this keeper won this,0
9428,3823,1329.57537,5,this keeper carry,0
9436,3823,1693.57867,7,soo much trash,0
9437,3823,1703.07767,5,commend team 0 gank 0 ward,0
9439,3823,1732.84577,7,this fool,0
9446,3824,1929.8572,9,you move like a ranged creep ,0
9449,3824,2099.9031,6,thats was lvl,0
9452,3825,64.9841,4,sry crashed,0
9462,3832,1309.14942,8,rofl,0
9472,3839,1513.53043,2,that usually means,0
9476,3839,1542.65663,6,and lose,0
9477,3839,1556.05333,6,or pick an actual offlane hero,0
9487,3843,-71.44922,1,in the same team,0
9488,3844,-45.92211,0,acc buYEr,0
9510,3861,487.0478,3,boy suicide on  the mix,0
9512,3864,4523.22544,0,anyone got a cup of coffee,0
9514,3864,4537.10414,1,what,0
9523,3864,4920.89904,5,commended all,0
9525,3865,1377.7636,0,CK,0
9528,3866,-44.92236,1,thanks guys,0
9532,3876,1090.2338,9,REPORT THAT LEGION AND AM,0
9547,3880,3514.8016,2,commends fore dire for report on techies,0
9549,3880,3538.6829,2,plz report techies,0
9550,3881,967.1691,7,3 thbnf,0
9557,3888,275.2328,3,bot,0
9584,3893,1269.15675,4,AS FAST AS YOU CAN,0
9589,3894,1287.519,0,in every single game,0
9594,3894,1370.1654,0,and will confuse you,0
9598,3894,1396.7923,0,and not helping team,0
9600,3894,1425.6852,0,still nice wards,0
9602,3896,583.52423,2,wp tech,0
9604,3896,745.95123,0,3 top,0
9605,3896,847.72633,0,wp timber,0
9610,3896,1058.54153,2,funny team,0
9612,3896,1232.53233,0,Dead PA,0
9615,3896,1356.46883,0,bully hard carry more,0
9620,3896,1582.81353,0,fail top,0
9633,3897,780.6761,3,maybe every time you open your solty mouth YOU LOSE,0
9634,3897,798.805,8,last picks invoker when we have 4 cores.... is suprised when we get fucked in lane....,0
9635,3897,815.6009,3,you are just as salty as HE is,0
9640,3897,1587.6123,8,im not sure what he expects me to do at this point,0
9643,3897,1695.7859,6,oh sorry 1-10,0
9652,3897,1883.8781,3,thanks juggs for being a great carry :),0
9654,3903,35.69128,2,party?,0
9661,3903,2321.15856,8,u know that,0
9666,3904,2305.98427,2,i cant tell tbh...  i only hear suka suka all game XD,0
9684,3907,818.09963,3,I think you guys need more invis,0
9688,3909,2158.10877,7,who picks morph now?,0
9690,3910,1883.27957,9,thanks,0
9697,3910,2777.65947,0,already,0
9702,3911,815.19834,6,are you herald?,0
9716,3918,2189.9412,0,michael jackson is dead,0
9719,3923,385.93912,9,Ur cow ismad,0
9726,3924,2532.38782,6,winter,0
9728,3924,2708.92252,6,morph,0
9730,3925,-35.49134,0,a freaking joint,0
9733,3925,155.22876,1,ty for pushing lane,0
9736,3925,1914.83312,7,COMEBACK!',0
9742,3929,2116.78209,6,we cant win,0
9746,3933,-73.78198,1,in the spirit of xmas,0
9759,3938,29.1929,2,Dont worry cause im feeding,0
9761,3938,1904.4922,1,REPORT MIRANA,0
9762,3938,1975.8686,1,REPORT MIRANA ,0
9769,3941,1454.61147,8,rofl,0
9775,3945,1636.60036,8,"witch doctor AFK, gg",0
9781,3950,2229.52946,3,almost turned the fight,0
9787,3954,1250.36137,4,3 stack party with core,0
9793,3968,622.6813,6,she missed this time,0
9801,3970,351.0233,1,right here,0
9804,3971,1426.48505,0,We need a win ,0
9821,3974,1278.65447,3,why report?,0
9826,3975,1229.44102,7,ranked is also pub,0
9839,3976,1164.64893,7,ty for +25 btw,0
9844,3976,1556.65323,7,write pls,0
9847,3976,1595.97693,4,It's the best you've got.,0
9856,3976,1819.50003,7,tahts why i teach ,0
9885,3983,-63.71933,1,wait pls..sf mouse failure,0
9886,3983,1895.43497,5,not doing so hot guys?,0
9887,3983,2205.35737,5,it was,0
9888,3983,2212.11367,1,we can see it,0
9895,3985,3053.68377,2,have manay space still noob,0
9896,3993,2954.29907,4,CHE YL'T,0
9897,3995,10.63074,8,ill throw,0
9899,3995,318.8222,8,Shineee,0
9901,3995,1156.6509,6,im so sorry,0
9905,3996,1477.23926,5,pls wait,0
9913,4002,1840.1789,1,now its on me :D,0
9924,4018,757.60936,0,why are you pausing?,0
9935,4018,1750.26692,2,as they say,0
9939,4019,3667.66993,7,easy,0
9946,4025,2013.6825,9,TMR ME OLVIDE,0
9961,4029,2102.62527,0,you have no girlfriend either i bet,0
9962,4029,2105.76937,1,ancient 3 is ,0
9965,4029,2134.40017,0,this gyro xd,0
9971,4029,2270.19607,0,i hate the animation on call,0
9985,4053,441.15898,4,where are you strom,0
9994,4068,821.59943,7,report wd,0
9997,4068,1133.45653,9,ASFwtm,0
9999,4069,2137.9608,8,well played,0
10000,4069,2272.0175,7,commend sf thx,0
